Дата;Товар;Группа;Выручка;Количество
11.09.2006;Линолеум IVC Dynamite Cannes 035 2.5м, кв.м;Напольные покрытия;-26684,1;-48
11.09.2006;Линолеум IVC Dynamite Cannes 035 3м, кв.м;Напольные покрытия;13916,45;24
11.09.2006;Линолеум IVC Dynamite Cannes 048 2.5м, кв.м;Напольные покрытия;-6670,2;-12
11.09.2006;Линолеум IVC Dynamite Cordoba 046 2.5м, кв.м;Напольные покрытия;10848,3;15
11.09.2006;Линолеум IVC Dynamite Cordoba 046 4м, кв.м;Напольные покрытия;18782,55;25
11.09.2006;Линолеум IVC San-Francisco 545 3м, кв.м;Напольные покрытия;8156,12;18
11.09.2006;Линолеум IVC San-Francisco 577 4м, кв.м;Напольные покрытия;3792,03;5
11.09.2006;Линолеум IVC Techno 993 3м, кв.м;Напольные покрытия;3792,03;5
11.09.2006;Линолеум IVC Techno 993 4м, кв.м;Напольные покрытия;30997,73;66
11.09.2006;Линолеум IVC Turbo Vitalis 45 3м, кв.м;Напольные покрытия;34118,64;45
11.09.2006;Линолеум IVC Victory Apollo 17 3 м, кв.м;Напольные покрытия;-3801,99;-5
11.09.2006;Линолеум IVC Victory Apollo 45 3 м, кв.м;Напольные покрытия;-3335,1;-6
11.09.2006;Линолеум IVC Victory Apollo 91 3 м, кв.м;Напольные покрытия;7131,07;12
11.09.2006;Линолеум IVC Viktory Apollo 77 4м, кв.м;Напольные покрытия;13035,29;30
11.09.2006;Линолеум IVC Wonderwood Boston 841 4 м, кв.м;Напольные покрытия;7056,28;10
11.09.2006;Линолеум IVC Wonderwood Jakarta 845 4 м, кв.м;Напольные покрытия;3614,31;5
12.09.2006;Наливной пол цем. ГЛИМС-S3Х, 40 кг, шт.;Сухие смеси;624;2
18.09.2006;Грунтовка ALPINA Grunt-Konzentrat, 1 л, шт;Грунтовка;71051,72;656
18.09.2006;Грунтовка алкидная ГФ-021 ТЕКС Универсал красно-коричневая, 2.5 кг, шт;Грунтовка;1338289,55;15643
18.09.2006;Грунтовка вд BECKERS Skotte Grund Vit 10 л, шт;Грунтовка;59754,62;531
18.09.2006;Грунтовка вд полимерная ESCARO AQUASTOP, 10 л, шт;Грунтовка;55062,72;564
18.09.2006;Грунтовка вд полимерная ESКARO AQUASTOP Prof 10 л, шт;Грунтовка;246637,87;2507
18.09.2006;Грунтовка вд полимерная ESКARO AQUASTOP Prof 3 л, шт;Грунтовка;324310,47;3849
18.09.2006;Грунтовка вд полимерная ESКARO AQUASTOP, 1 л, шт;Грунтовка;383905,65;4719
18.09.2006;Грунтовка вд полимерная ESКARO AQUASTOP, 3 л, шт;Грунтовка;363185,05;5002
18.09.2006;Ламинат ELESGO Imperial 7х185х1184 дуб кантри, кв.м;Напольные покрытия;43331,14;97
18.09.2006;Ламинат NEW WAY 8.3х197х1218  2820 Дуб классик, 8шт/1.92кв.м./уп, шт;Напольные покрытия;15883,93;36
18.09.2006;Ламинат NEW WAY 8.3х197х1218  6335 Орех, 8шт/1.92кв.м./уп, шт;Напольные покрытия;3221,59;7
18.09.2006;Ламинат NEW WAY 8.3х197х1218  6927 Вишня темная, 8шт/1.92кв.м./уп, шт;Напольные покрытия;3146,75;7
18.09.2006;Ламинат NEW WAY 8.3х197х1218  7128 Тик, 8шт/1.92кв.м./уп, шт;Напольные покрытия;49457,78;108
18.09.2006;Линолеум IVC Avanti Tango 983 3м, кв.м;Напольные покрытия;38505,23;50
18.09.2006;Линолеум IVC Avanti Tango 996 3м, кв.м;Напольные покрытия;18518,4;25
18.09.2006;Линолеум IVC Dynamite Bamboo 035 3м, кв.м;Напольные покрытия;512,4;1
18.09.2006;Линолеум IVC Dynamite Cannes 035 2.5м, кв.м;Напольные покрытия;2220,24;3
18.09.2006;Линолеум IVC Dynamite Cannes 035 3м, кв.м;Напольные покрытия;1024,8;2
18.09.2006;Линолеум IVC Dynamite Cannes 048 4м, кв.м;Напольные покрытия;861,6;1
18.09.2006;Линолеум IVC Dynamite Cordoba 046 3м, кв.м;Напольные покрытия;50569,8;66
18.09.2006;Линолеум IVC Dynamite Cordoba 046 4м, кв.м;Напольные покрытия;18950,4;25
18.09.2006;Линолеум IVC San-Francisco 545 3м, кв.м;Напольные покрытия;78911,92;175
18.09.2006;Линолеум IVC San-Francisco 577 4м, кв.м;Напольные покрытия;77797,79;110
18.09.2006;Линолеум IVC Techno 936 4м, кв.м;Напольные покрытия;861,6;1
18.09.2006;Линолеум IVC Techno 993 4м, кв.м;Напольные покрытия;55437,61;122
18.09.2006;Линолеум IVC Turbo Vitalis 45 3м, кв.м;Напольные покрытия;7958,51;10
18.09.2006;Линолеум IVC Victory Apollo 27 3 м, кв.м;Напольные покрытия;32947,43;40
18.09.2006;Линолеум IVC Victory Apollo 45 4 м, кв.м;Напольные покрытия;341,52;1
18.09.2006;Линолеум IVC Victory Apollo 91 3 м, кв.м;Напольные покрытия;8156,05;14
18.09.2006;Линолеум IVC Viktory Apollo 77 4м, кв.м;Напольные покрытия;22729,97;50
18.09.2006;Линолеум IVC Wonderwood Boston 841 4 м, кв.м;Напольные покрытия;22530,65;30
18.09.2006;Линолеум IVC Wonderwood Jakarta 845 4 м, кв.м;Напольные покрытия;11393,43;15
18.09.2006;Линолеум IVC Wonderwood Marsetlle 45 4 м, кв.м;Напольные покрытия;19300,81;25
19.09.2006;Шпат. смесь гипс. ФАРВЕСТ GMBO-20, 3 кг, шт.;Сухие смеси;423,8;1
19.09.2006;Шпат. смесь цем. КРЕПС ВЛ финишная, белая, 20 кг, шт.;Сухие смеси;1164,8;4
25.09.2006;Грунтовка ALPINA Grunt-Konzentrat, 1 л, шт;Грунтовка;275193,13;2559
25.09.2006;Грунтовка алкидная ГФ-021 ТЕКС Универсал красно-коричневая, 2.5 кг, шт;Грунтовка;2703566,76;31766
25.09.2006;Грунтовка вд BECKERS Skotte Grund Vit 10 л, шт;Грунтовка;313586,18;2801
25.09.2006;Грунтовка вд полимерная ESCARO AQUASTOP, 10 л, шт;Грунтовка;300867,11;3272
25.09.2006;Грунтовка вд полимерная ESКARO AQUASTOP Prof 10 л, шт;Грунтовка;453218,13;4594
25.09.2006;Грунтовка вд полимерная ESКARO AQUASTOP Prof 3 л, шт;Грунтовка;503258,83;6301
25.09.2006;Грунтовка вд полимерная ESКARO AQUASTOP, 1 л, шт;Грунтовка;1200600,41;14850
25.09.2006;Грунтовка вд полимерная ESКARO AQUASTOP, 3 л, шт;Грунтовка;681329,47;9415
25.09.2006;Ламинат ELESGO Imperial 7х185х1184 дуб кантри, кв.м;Напольные покрытия;532,32;1
25.09.2006;Ламинат NEW WAY 8.3х197х1218  2820 Дуб классик, 8шт/1.92кв.м./уп, шт;Напольные покрытия;266,16;1
25.09.2006;Ламинат NEW WAY 8.3х197х1218  6335 Орех, 8шт/1.92кв.м./уп, шт;Напольные покрытия;8838,64;18
25.09.2006;Ламинат NEW WAY 8.3х197х1218  6927 Вишня темная, 8шт/1.92кв.м./уп, шт;Напольные покрытия;63698,27;138
25.09.2006;Ламинат NEW WAY 8.3х197х1218  7128 Тик, 8шт/1.92кв.м./уп, шт;Напольные покрытия;22580,08;48
25.09.2006;Линолеум IVC Avanti Tango 983 3м, кв.м;Напольные покрытия;47491,64;61
25.09.2006;Линолеум IVC Avanti Tango 996 3м, кв.м;Напольные покрытия;20160;25
25.09.2006;Линолеум IVC Dynamite Bamboo 035 4м, кв.м;Напольные покрытия;34526,43;54
